10545,0
10546,1
10547,0
10548,0
10549,0
10550,1
10551,0
10552,1
10553,1
10554,1
10555,1
10556,1
10557,0
10558,0
10559,1
10560,0
10561,0
10562,1
10563,1
10564,0
10565,1
10566,0
10567,1
10568,1
10569,0
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,1
10577,1
10578,0
10579,1
10580,0
10581,0
10582,1
10583,0
10584,1
10585,1
10586,0
10587,1
10588,0
10589,1
10590,1
10591,0
10592,0
10593,0
10594,1
10595,1
10596,1
10597,0
10598,1
10599,1
10600,1
10601,0
10602,1
10603,0
10604,0
10605,0
10606,1
10607,1
10608,1
10609,1
10610,1
10611,0
10612,0
10613,1
10614,1
10615,0
10616,1
10617,0
10618,0
10619,1
10620,0
10621,0
10622,0
10623,0
10624,0
10625,0
10626,1
10627,1
10628,1
10629,0
10630,0
10631,0
10632,0
10633,1
10634,0
10635,0
10636,1
10637,0
10638,0
10639,0
10640,1
10641,1
10642,1
10643,0
10644,1
10645,0
10646,1
10647,1
10648,0
10649,1
10650,0
10651,1
10652,0
10653,0
10654,1
10655,0
10656,1
10657,1
10658,1
10659,1
10660,1
10661,0
10662,0
10663,0
10664,0
10665,0
10666,1
10667,1
10668,1
10669,0
10670,0
10671,1
10672,0
10673,0
10674,0
10675,1
10676,1
10677,0
10678,0
10679,0
10680,0
10681,1
10682,1
10683,1
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,0
10691,0
10692,1
10693,0
10694,0
10695,1
10696,1
10697,1
10698,0
10699,0
10700,0
10701,1
10702,0
10703,1
10704,0
10705,1
10706,0
10707,0
10708,0
10709,1
10710,0
10711,1
10712,1
10713,1
10714,0
10715,0
10716,0
10717,1
10718,1
10719,0
10720,0
10721,1
10722,0
10723,0
10724,1
10725,1
10726,1
10727,0
10728,1
10729,1
10730,0
10731,1
10732,1
10733,1
10734,1
10735,0
10736,0
10737,0
10738,1
10739,1
10740,0
10741,1
10742,0
10743,0
10744,0
10745,1
10746,1
10747,0
10748,0
10749,1
10750,1
10751,0
10752,1
10753,0
10754,1
10755,1
10756,0
10757,1
10758,1
10759,0
10760,1
10761,1
10762,0
10763,1
10764,1
10765,0
10766,0
10767,1
10768,1
10769,0
10770,0
10771,1
10772,0
10773,0
10774,1
10775,1
10776,1
10777,0
10778,0
10779,1
10780,0
10781,0
10782,1
10783,1
10784,1
10785,0
10786,0
10787,1
10788,1
10789,1
10790,0
10791,0
10792,1
10793,1
10794,1
10795,0
10796,0
10797,1
10798,0
10799,0
10800,1
10801,1
10802,1
10803,1
10804,1
10805,1
10806,0
10807,1
10808,1
10809,1
10810,0
10811,0
10812,0
10813,1
10814,1
10815,1
10816,0
10817,0
10818,1
10819,0
10820,1
10821,0
10822,0
10823,0
10824,0
10825,0
10826,1
10827,1
10828,0
10829,1
10830,0
10831,0
10832,1
10833,1
10834,1
10835,1
10836,1
10837,0
10838,1
10839,1
10840,1
10841,1
10842,1
10843,0
10844,1
10845,0
10846,0
10847,1
10848,1
10849,1
10850,1
10851,0
10852,0
10853,1
10854,1
10855,1
10856,0
10857,0
10858,1
10859,0
10860,1
10861,0
10862,0
10863,0
10864,0
10865,0
10866,1
10867,1
10868,0
10869,1
10870,1
10871,0
10872,1
10873,0
10874,1
10875,1
10876,0
10877,1
10878,1
10879,0
10880,0
10881,0
10882,1
10883,0
10884,1
10885,0
10886,1
10887,1
10888,0
10889,1
10890,0
10891,1
10892,0
10893,0
10894,1
10895,1
10896,1
10897,0
10898,1
10899,1
10900,0
10901,0
10902,0
10903,1
10904,0
10905,1
10906,0
10907,0
10908,1
10909,0
10910,0
10911,1
10912,1
10913,1
10914,0
10915,0
10916,1
10917,0
10918,0
10919,0
10920,1
10921,0
10922,0
10923,0
10924,1
10925,0
10926,1
10927,0
10928,0
10929,0
10930,1
10931,1
10932,1
10933,1
10934,1
10935,1
10936,0
10937,0
10938,1
10939,0
10940,1
10941,1
10942,1
10943,0
10944,0
10945,1
10946,1
10947,0
10948,1
10949,1
10950,0
10951,1
10952,1
10953,1
10954,1
10955,1
10956,0
10957,1
10958,1
10959,0
10960,0
10961,0
10962,0
10963,1
10964,0
10965,1
10966,1
10967,0
10968,1
10969,0
10970,0
10971,0
10972,1
10973,0
10974,1
10975,0
10976,1
10977,0
10978,0
10979,0
10980,1
10981,1
10982,0
10983,1
10984,1
10985,1
10986,1
10987,1
10988,1
10989,1
10990,0
10991,0
10992,0
10993,1
10994,0
10995,1
10996,1
10997,0
10998,0
10999,1
11000,0
11001,0
11002,0
11003,0
11004,1
11005,0
11006,0
11007,1
11008,1
11009,0
11010,0
11011,1
11012,1
11013,0
11014,0
11015,0
11016,0
11017,1
11018,0
11019,1
11020,0
11021,1
11022,0
11023,1
11024,0
11025,1
11026,1
11027,0
11028,1
11029,0
11030,0
11031,1
11032,0
11033,0
11034,0
11035,1
11036,1
11037,0
11038,0
11039,1
11040,0
11041,1
11042,1
11043,0
11044,1
11045,1
11046,0
11047,1
11048,1
11049,1
11050,0
11051,0
11052,1
11053,1
11054,0
11055,0
11056,0
