4046,7
4047,8
4048,10
4049,8
4050,8
4051,7
4052,8
4053,4
4054,3
4055,10
4056,9
4057,10
4058,10
4059,8
4060,7
4061,8
4062,8
4063,10
4064,3
4065,7
4066,7
4067,7
4068,4
4069,2
4070,10
4071,10
4072,7
4073,8
4074,10
4075,7
4076,10
4077,7
4078,8
4079,8
4080,7
4081,8
4082,7
4083,10
4084,9
4085,10
4086,8
4087,7
4088,7
4089,8
4090,10
4091,7
4092,10
4093,8
4094,8
4095,8
4096,10
4097,8
4098,3
4099,1
4100,7
4101,10
4102,4
4103,8
4104,8
4105,7
4106,10
4107,8
4108,1
4109,3
4110,10
4111,10
4112,1
4113,7
4114,0
4115,9
4116,8
4117,3
4118,8
4119,8
4120,10
4121,7
4122,8
4123,8
4124,10
4125,7
4126,10
4127,7
4128,0
4129,10
4130,8
4131,8
4132,3
4133,8
4134,7
4135,8
4136,8
4137,7
4138,7
4139,4
4140,3
4141,8
4142,10
4143,1
4144,7
4145,8
4146,8
4147,10
4148,8
4149,8
4150,10
4151,7
4152,7
4153,7
4154,10
4155,8
4156,10
4157,8
4158,7
4159,3
4160,8
4161,5
4162,8
4163,8
4164,8
4165,8
4166,8
4167,10
4168,8
4169,8
4170,8
4171,8
4172,10
4173,8
4174,7
4175,2
4176,3
4177,7
4178,8
4179,8
4180,10
4181,10
4182,5
4183,10
4184,3
4185,8
4186,8
4187,10
4188,3
4189,8
4190,3
4191,3
4192,8
4193,0
4194,7
4195,3
4196,8
4197,10
4198,2
4199,10
4200,7
4201,8
4202,10
4203,2
4204,7
4205,7
4206,10
4207,10
4208,8
4209,10
4210,7
4211,1
4212,8
4213,10
4214,10
4215,7
4216,3
4217,9
4218,10
4219,10
4220,7
4221,0
4222,8
4223,9
4224,2
4225,10
4226,10
4227,8
4228,8
4229,3
4230,6
4231,7
4232,1
4233,10
4234,10
4235,8
4236,10
4237,8
4238,7
4239,1
4240,8
4241,10
4242,4
4243,10
4244,8
4245,2
4246,10
4247,3
4248,2
4249,8
4250,0
4251,5
4252,10
4253,3
4254,8
4255,2
4256,8
4257,8
4258,7
4259,8
4260,7
4261,8
4262,8
4263,6
4264,8
4265,8
4266,10
4267,8
4268,8
4269,8
4270,8
4271,10
4272,1
4273,8
4274,5
4275,8
4276,10
4277,7
4278,10
4279,2
4280,10
4281,8
4282,10
4283,8
4284,7
4285,3
4286,10
4287,7
4288,8
4289,8
4290,7
4291,2
4292,8
4293,7
4294,10
4295,7
4296,7
4297,3
4298,10
4299,8
4300,8
4301,8
4302,7
4303,2
4304,8
4305,3
4306,8
4307,10
4308,10
4309,8
4310,10
4311,7
4312,7
4313,10
4314,7
4315,2
4316,8
4317,10
4318,8
4319,10
4320,8
4321,8
4322,10
4323,8
4324,8
4325,8
4326,8
4327,8
4328,7
4329,7
4330,8
4331,1
4332,7
4333,7
4334,8
4335,8
4336,10
4337,7
4338,8
4339,8
4340,7
4341,2
4342,10
4343,5
4344,6
4345,8
4346,8
4347,3
4348,8
4349,10
4350,8
4351,8
4352,8
4353,9
4354,7
4355,3
4356,6
4357,8
4358,10
4359,10
4360,8
4361,8
4362,8
4363,10
4364,10
4365,10
4366,7
4367,8
4368,8
4369,10
4370,7
4371,8
4372,7
4373,8
4374,8
4375,10
4376,7
4377,8
4378,2
4379,1
4380,8
4381,8
4382,7
4383,8
4384,8
4385,2
4386,7
4387,10
4388,8
4389,10
4390,3
4391,8
4392,10
4393,8
4394,3
4395,3
4396,6
4397,3
4398,2
4399,8
4400,7
4401,8
4402,10
4403,10
4404,10
4405,7
4406,8
4407,7
4408,1
4409,10
4410,8
4411,8
4412,10
4413,10
4414,3
4415,8
4416,10
4417,10
4418,1
4419,8
4420,10
4421,9
4422,1
4423,8
4424,9
4425,2
4426,8
4427,8
4428,3
4429,7
4430,8
4431,10
4432,10
4433,7
4434,8
4435,1
4436,3
4437,8
4438,7
4439,9
4440,3
4441,10
4442,7
4443,10
4444,1
4445,10
4446,10
4447,8
4448,8
4449,8
4450,7
4451,8
4452,1
4453,8
4454,8
4455,10
4456,8
4457,8
4458,8
4459,7
4460,7
4461,4
4462,8
4463,8
4464,8
4465,8
4466,8
4467,0
4468,3
4469,10
4470,10
4471,7
4472,1
4473,8
4474,1
4475,8
4476,7
4477,10
4478,10
4479,7
4480,1
4481,2
4482,3
4483,10
4484,8
4485,7
4486,10
4487,10
4488,1
4489,7
4490,8
4491,7
4492,8
4493,10
4494,8
4495,8
4496,2
4497,8
4498,10
4499,8
4500,1
4501,1
4502,8
4503,8
4504,10
4505,10
4506,8
4507,10
4508,8
4509,10
4510,3
4511,8
4512,2
4513,10
4514,3
4515,7
4516,4
4517,8
4518,8
4519,2
4520,8
4521,2
4522,8
4523,8
4524,10
4525,2
4526,10
4527,10
4528,8
4529,7
4530,8
4531,8
4532,3
4533,3
4534,8
4535,8
4536,10
4537,8
4538,10
4539,8
4540,7
4541,7
4542,8
4543,2
4544,7
4545,2
4546,10
4547,10
4548,2
4549,10
4550,1
4551,7
4552,7
4553,10
4554,2
4555,8
4556,10
4557,10
4558,8
4559,3
4560,10
4561,10
4562,3
4563,10
4564,7
4565,10
4566,8
4567,10
4568,3
4569,2
4570,7
4571,8
4572,7
4573,7
4574,8
4575,6
4576,10
4577,1
